Nickname, TEAM_ID,SEASON,total_wins,total_losses,win_percentage
Milwaukee Bucks, 1610612753,2017-18,25,57,0.3048780487804878
1610612753,2018-19,42,40,0.5121951219512195
1610612753,2019-20,33,40,0.4520547945205479
1610612753,2020-21,21,51,0.2916666666666667
1610612753,2021-22,22,60,0.2682926829268293
1610612753,2022-23,34,48,0.4146341463414634
1610612753,2023-24,47,35,0.573170731707317
Minnesota Timberwolves, 1610612754,2017-18,48,34,0.5853658536585366
1610612754,2018-19,48,34,0.5853658536585366
1610612754,2019-20,45,28,0.6164383561643836
1610612754,2020-21,34,38,0.4722222222222222
1610612754,2021-22,25,57,0.3048780487804878
1610612754,2022-23,35,47,0.4268292682926829
1610612754,2023-24,47,35,0.573170731707317
New Orleans Pelicans, 1610612755,2017-18,52,30,0.6341463414634146
1610612755,2018-19,51,31,0.6219512195121951
1610612755,2019-20,43,30,0.589041095890411
1610612755,2020-21,49,23,0.6805555555555556
1610612755,2021-22,51,31,0.6219512195121951
1610612755,2022-23,54,28,0.6585365853658537
1610612755,2023-24,47,35,0.573170731707317
New York Knicks, 1610612756,2017-18,21,61,0.25609756097560976
1610612756,2018-19,19,63,0.23170731707317074
1610612756,2019-20,34,39,0.4657534246575342
1610612756,2020-21,51,21,0.7083333333333334
1610612756,2021-22,64,18,0.7804878048780488
1610612756,2022-23,45,37,0.5487804878048781
1610612756,2023-24,49,33,0.5975609756097561
Oklahoma City Thunder, 1610612757,2017-18,49,33,0.5975609756097561
1610612757,2018-19,53,29,0.6463414634146342
1610612757,2019-20,35,39,0.47297297297297297
1610612757,2020-21,42,30,0.5833333333333334
1610612757,2021-22,27,55,0.32926829268292684
1610612757,2022-23,33,49,0.4024390243902439
1610612757,2023-24,21,61,0.25609756097560976
Orlando Magic, 1610612758,2017-18,27,55,0.32926829268292684
1610612758,2018-19,39,43,0.47560975609756095
1610612758,2019-20,31,41,0.4305555555555556
1610612758,2020-21,31,41,0.4305555555555556
1610612758,2021-22,30,52,0.36585365853658536
1610612758,2022-23,48,34,0.5853658536585366
1610612758,2023-24,46,36,0.5609756097560976
Philadelphia 76ers, 1610612759,2017-18,47,35,0.573170731707317
1610612759,2018-19,48,34,0.5853658536585366
1610612759,2019-20,32,39,0.4507042253521127
1610612759,2020-21,33,39,0.4583333333333333
1610612759,2021-22,34,48,0.4146341463414634
1610612759,2022-23,22,60,0.2682926829268293
1610612759,2023-24,22,60,0.2682926829268293
Phoenix Suns, 1610612760,2017-18,48,34,0.5853658536585366
1610612760,2018-19,49,33,0.5975609756097561
1610612760,2019-20,44,28,0.6111111111111112
1610612760,2020-21,22,50,0.3055555555555556
1610612760,2021-22,24,58,0.2926829268292683
1610612760,2022-23,40,42,0.4878048780487805
1610612760,2023-24,57,25,0.6951219512195121
Portland Trail Blazers, 1610612761,2017-18,59,23,0.7195121951219512
1610612761,2018-19,58,24,0.7073170731707317
1610612761,2019-20,53,19,0.7361111111111112
1610612761,2020-21,27,45,0.375
1610612761,2021-22,48,34,0.5853658536585366
1610612761,2022-23,41,41,0.5
1610612761,2023-24,25,57,0.3048780487804878
Sacramento Kings, 1610612762,2017-18,48,34,0.5853658536585366
1610612762,2018-19,50,32,0.6097560975609756
1610612762,2019-20,44,28,0.6111111111111112
1610612762,2020-21,52,20,0.7222222222222222
1610612762,2021-22,49,33,0.5975609756097561
1610612762,2022-23,37,45,0.45121951219512196
1610612762,2023-24,31,51,0.3780487804878049
San Antonio Spurs, 1610612763,2017-18,22,60,0.2682926829268293
1610612763,2018-19,33,49,0.4024390243902439
1610612763,2019-20,34,39,0.4657534246575342
1610612763,2020-21,38,34,0.5277777777777778
1610612763,2021-22,56,26,0.6829268292682927
1610612763,2022-23,51,31,0.6219512195121951
1610612763,2023-24,27,55,0.32926829268292684
Toronto Raptors, 1610612764,2017-18,43,39,0.524390243902439
1610612764,2018-19,32,50,0.3902439024390244
1610612764,2019-20,25,47,0.3472222222222222
1610612764,2020-21,34,38,0.4722222222222222
1610612764,2021-22,35,47,0.4268292682926829
1610612764,2022-23,35,47,0.4268292682926829
1610612764,2023-24,15,67,0.18292682926829268
Utah Jazz, 1610612765,2017-18,39,43,0.47560975609756095
1610612765,2018-19,41,41,0.5
1610612765,2019-20,20,46,0.30303030303030304
1610612765,2020-21,20,52,0.2777777777777778
1610612765,2021-22,23,59,0.2804878048780488
1610612765,2022-23,17,65,0.2073170731707317
1610612765,2023-24,14,68,0.17073170731707318
Washington Wizards, 1610612766,2017-18,36,46,0.43902439024390244
1610612766,2018-19,39,43,0.47560975609756095
1610612766,2019-20,23,42,0.35384615384615387
1610612766,2020-21,33,39,0.4583333333333333
1610612766,2021-22,43,39,0.524390243902439
1610612766,2022-23,27,55,0.32926829268292684
1610612766,2023-24,21,61,0.25609756097560976
